Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Internship_Experience,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
24,Female,Bachelor's,Medicine,7,8,Yes,4,2,8,1,8,10,Business,Hybrid,Corporate,No,6,3,No,8,4,No,9,Individual,6,8,Research Scientist
30,Other,Master’s,Engineering,8,2,No,7,7,6,8,5,7,Medicine,Hybrid,Corporate,No,5,3,No,3,9,No,4,Individual,8,3,Entrepreneur
19,Other,Master’s,Medicine,9,5,Yes,9,9,8,5,2,3,Engineering,Remote,Government,No,6,5,No,18,8,No,4,Balanced,9,3,Research Scientist
25,Female,High School,Medicine,8,6,Yes,1,10,1,8,4,1,Business,Hybrid,Startup,No,10,3,Yes,3,8,Yes,8,Balanced,1,6,Digital Marketer
24,Male,High School,Medicine,8,2,Yes,1,6,8,3,4,4,Sports,On-Site,Startup,Yes,3,5,Yes,18,7,No,1,Teamwork,7,10,Business Analyst
41,Other,PhD,Business,6,9,Yes,7,2,1,5,4,7,Engineering,On-Site,Freelance,Yes,7,0,No,5,9,Yes,7,Individual,8,2,Digital Marketer
29,Female,Diploma,Business,2,6,No,10,9,4,2,8,2,Business,On-Site,Freelance,Yes,9,4,Yes,8,2,No,7,Teamwork,1,7,Business Analyst
36,Other,Master’s,Medicine,7,8,Yes,2,7,10,8,6,10,Engineering,Hybrid,Research Lab,No,2,3,No,20,10,Yes,3,Teamwork,7,6,Research Scientist
24,Other,High School,Engineering,4,4,Yes,8,9,3,1,9,10,Science,Hybrid,Government,No,9,2,No,12,0,No,5,Balanced,4,10,Artist
27,Other,Diploma,Engineering,3,3,Yes,4,2,3,5,10,2,Medicine,On-Site,Startup,Yes,8,1,Yes,7,6,Yes,8,Balanced,2,2,Research Scientist
46,Other,Bachelor's,Engineering,4,4,Yes,7,10,10,7,1,6,Science,Remote,Corporate,No,4,4,Yes,6,1,Yes,8,Teamwork,8,4,Doctor
42,Other,Diploma,Engineering,4,1,No,10,4,9,10,1,5,Engineering,On-Site,Research Lab,No,1,1,No,18,7,Yes,5,Individual,7,10,Artist
33,Male,Master’s,Sports,3,1,Yes,2,6,8,5,2,4,Science,Remote,Freelance,No,4,2,No,17,8,No,9,Teamwork,8,7,Entrepreneur
20,Male,PhD,Sports,9,8,No,8,10,10,3,5,6,Social Work,Hybrid,Startup,No,2,1,No,20,10,Yes,5,Teamwork,6,7,Digital Marketer
47,Male,Master’s,Arts,3,1,Yes,6,7,8,4,6,9,Sports,On-Site,Startup,Yes,1,5,No,10,10,Yes,7,Individual,7,4,Entrepreneur
27,Female,High School,Medicine,2,5,No,1,3,7,9,3,4,Medicine,Hybrid,Freelance,No,10,0,Yes,15,7,Yes,9,Teamwork,4,7,Mechanical Engineer
23,Male,High School,Medicine,1,10,Yes,9,10,8,5,1,5,Business,Hybrid,Freelance,No,5,5,Yes,12,0,Yes,8,Teamwork,7,4,Business Analyst
35,Male,Diploma,Arts,1,9,Yes,2,5,8,3,7,9,Business,Hybrid,Research Lab,No,6,0,Yes,19,1,No,2,Individual,2,4,Business Analyst
35,Female,Master’s,Engineering,5,3,Yes,4,4,10,7,1,1,Technology,Hybrid,Government,Yes,1,2,Yes,4,9,No,1,Teamwork,4,6,Doctor
22,Male,High School,Science,5,10,Yes,9,5,6,6,7,10,Technology,Remote,Freelance,No,4,3,Yes,17,2,No,4,Balanced,4,9,Data Scientist
38,Other,Bachelor's,Science,9,2,No,8,6,8,3,9,3,Social Work,Hybrid,Government,Yes,2,3,No,13,6,Yes,10,Individual,3,2,Digital Marketer
46,Male,Bachelor's,Arts,4,5,Yes,8,6,2,10,1,1,Engineering,Remote,Startup,Yes,2,1,No,11,4,No,1,Teamwork,2,10,Data Scientist
24,Male,PhD,Science,5,2,No,4,7,7,3,8,5,Medicine,On-Site,Startup,No,2,2,Yes,4,9,Yes,10,Balanced,4,4,Mechanical Engineer
45,Male,Diploma,Business,6,10,Yes,1,6,3,4,10,5,Sports,Hybrid,Government,Yes,9,2,No,11,8,No,8,Teamwork,2,3,Artist
19,Other,High School,Medicine,10,1,Yes,10,6,8,10,9,3,Arts,Hybrid,Research Lab,No,8,0,No,0,5,Yes,7,Teamwork,3,3,Data Scientist
28,Other,PhD,Science,7,9,No,4,4,5,3,8,5,Science,On-Site,Corporate,Yes,6,3,Yes,16,8,Yes,9,Teamwork,9,4,Doctor
47,Other,Bachelor's,Sports,9,10,Yes,3,2,5,6,1,1,Engineering,Remote,Government,No,3,3,Yes,0,9,Yes,9,Teamwork,1,6,Data Scientist
30,Other,PhD,Sports,6,9,No,3,10,3,1,4,2,Medicine,On-Site,Freelance,Yes,8,4,No,16,10,No,5,Balanced,6,6,Entrepreneur
40,Female,PhD,Business,1,1,Yes,1,7,1,1,10,2,Business,On-Site,Startup,Yes,2,0,No,16,0,Yes,4,Individual,7,2,Research Scientist
22,Other,High School,Medicine,8,4,Yes,9,7,2,7,4,10,Science,On-Site,Research Lab,Yes,2,3,Yes,2,9,Yes,3,Balanced,7,5,Research Scientist
47,Other,High School,Business,2,5,No,3,3,2,8,1,1,Technology,On-Site,Startup,No,1,3,Yes,2,0,No,4,Teamwork,9,9,Business Analyst
23,Other,High School,Medicine,9,2,Yes,4,5,7,4,7,6,Science,Remote,Corporate,No,2,5,No,3,5,Yes,4,Balanced,4,4,Artist
41,Other,Diploma,Medicine,7,9,No,1,6,2,7,7,7,Technology,Hybrid,Research Lab,Yes,1,1,Yes,20,9,Yes,5,Individual,7,2,Business Analyst
43,Female,PhD,Science,7,9,Yes,3,10,7,2,10,2,Sports,Hybrid,Startup,No,8,3,Yes,2,0,Yes,10,Balanced,8,6,Entrepreneur
46,Male,PhD,Sports,10,9,Yes,1,9,1,9,9,1,Medicine,Remote,Government,Yes,6,1,No,8,1,No,9,Individual,8,6,Lawyer
31,Male,Diploma,Arts,10,8,No,4,3,2,9,8,5,Technology,On-Site,Startup,No,8,3,Yes,5,9,Yes,9,Balanced,3,9,Doctor
29,Other,Bachelor's,Science,5,6,Yes,10,3,7,7,3,9,Sports,Remote,Startup,Yes,2,5,Yes,20,10,Yes,9,Balanced,6,5,Software Engineer
21,Other,Master’s,Engineering,8,1,Yes,7,5,7,5,2,7,Sports,Remote,Startup,No,5,5,No,7,3,No,10,Individual,4,8,Entrepreneur
46,Other,Bachelor's,Business,10,10,No,10,2,2,7,10,5,Medicine,Hybrid,Freelance,No,10,1,No,3,1,No,6,Teamwork,4,3,Doctor
40,Male,Diploma,Engineering,1,5,No,8,3,10,7,3,5,Medicine,Hybrid,Freelance,No,6,0,Yes,16,9,No,7,Balanced,5,7,Data Scientist
23,Male,PhD,Medicine,3,8,Yes,8,6,7,3,8,9,Business,On-Site,Startup,Yes,7,1,No,7,3,Yes,6,Teamwork,10,1,Research Scientist
49,Other,PhD,Science,9,4,No,1,3,9,7,6,10,Arts,Remote,Government,No,3,3,Yes,8,0,Yes,10,Individual,1,3,Business Analyst
27,Male,High School,Engineering,1,8,No,6,1,8,3,3,6,Engineering,Hybrid,Corporate,No,9,0,Yes,9,3,Yes,7,Individual,5,7,Digital Marketer
35,Female,High School,Engineering,8,6,No,8,7,6,3,2,10,Arts,Hybrid,Research Lab,Yes,3,5,Yes,20,8,Yes,1,Balanced,7,2,Doctor
32,Other,PhD,Sports,6,1,Yes,10,7,4,7,1,6,Engineering,On-Site,Government,Yes,10,2,No,1,0,No,5,Individual,1,6,Doctor
25,Other,PhD,Engineering,10,1,Yes,10,2,3,7,8,3,Arts,Remote,Government,Yes,9,3,Yes,3,7,No,8,Balanced,6,8,Lawyer
43,Female,High School,Sports,5,3,Yes,8,5,8,6,3,3,Medicine,On-Site,Government,No,7,3,Yes,13,3,Yes,2,Balanced,6,9,Software Engineer
49,Female,High School,Sports,6,1,No,9,9,3,7,3,9,Sports,Remote,Research Lab,Yes,9,4,No,3,10,No,1,Teamwork,1,9,Research Scientist
26,Male,Bachelor's,Medicine,5,4,Yes,8,3,5,10,5,9,Engineering,Remote,Freelance,Yes,6,4,Yes,14,8,Yes,4,Teamwork,4,3,Digital Marketer
22,Female,PhD,Sports,9,3,Yes,5,8,3,10,5,5,Social Work,On-Site,Corporate,No,1,0,No,0,9,No,7,Individual,10,10,Lawyer
27,Other,PhD,Medicine,2,7,Yes,1,4,9,5,9,10,Sports,Remote,Startup,Yes,5,5,No,6,4,Yes,1,Individual,6,1,Business Analyst
37,Male,Diploma,Sports,10,9,Yes,9,3,7,9,5,6,Engineering,Hybrid,Startup,Yes,8,2,Yes,19,8,Yes,2,Individual,8,6,Lawyer
23,Female,Bachelor's,Sports,6,7,Yes,10,2,3,1,7,7,Medicine,On-Site,Corporate,No,7,1,Yes,12,5,No,2,Teamwork,8,3,Software Engineer
33,Male,Master’s,Medicine,4,5,No,10,9,10,5,7,9,Social Work,Hybrid,Government,Yes,8,5,Yes,0,8,Yes,3,Teamwork,8,4,Doctor
41,Male,Master’s,Engineering,3,1,No,10,5,7,3,7,7,Engineering,On-Site,Research Lab,Yes,1,4,No,7,2,Yes,5,Individual,4,5,Research Scientist
44,Male,Master’s,Business,5,5,No,10,9,4,8,5,5,Business,Hybrid,Government,No,3,2,Yes,18,5,No,2,Teamwork,4,1,Lawyer
48,Male,High School,Science,2,1,Yes,5,8,1,7,3,8,Social Work,Hybrid,Startup,No,5,2,No,1,4,Yes,8,Balanced,4,6,Digital Marketer
20,Female,Master’s,Science,3,6,No,7,3,4,1,7,9,Social Work,Remote,Research Lab,Yes,8,0,Yes,5,4,No,4,Balanced,5,4,Business Analyst
27,Other,Diploma,Medicine,7,8,Yes,7,4,10,9,8,3,Engineering,On-Site,Government,Yes,9,1,No,4,9,No,5,Teamwork,7,10,Mechanical Engineer
28,Other,High School,Engineering,1,7,No,4,6,8,5,4,3,Business,Remote,Research Lab,No,8,0,Yes,0,3,Yes,2,Teamwork,7,9,Mechanical Engineer
28,Female,High School,Business,2,1,Yes,8,10,6,1,6,5,Social Work,Remote,Government,No,3,2,Yes,4,1,No,2,Individual,8,2,Data Scientist
34,Other,Master’s,Arts,3,8,Yes,10,5,1,1,5,2,Technology,On-Site,Corporate,No,9,1,No,6,9,No,6,Balanced,8,4,Lawyer
49,Male,High School,Medicine,10,9,No,9,10,1,8,10,8,Technology,On-Site,Research Lab,No,4,5,Yes,0,1,Yes,3,Individual,6,1,Data Scientist
21,Male,Bachelor's,Arts,7,10,No,4,10,4,3,2,10,Medicine,On-Site,Corporate,Yes,4,3,No,12,2,Yes,8,Balanced,8,6,Artist
48,Male,Bachelor's,Science,4,2,No,2,3,6,9,1,5,Arts,Hybrid,Research Lab,No,6,4,Yes,18,6,No,9,Individual,8,2,Digital Marketer
21,Female,Master’s,Science,8,1,No,10,5,4,8,6,5,Sports,Hybrid,Government,Yes,10,5,Yes,6,4,No,7,Individual,5,9,Business Analyst
34,Male,Diploma,Business,8,6,Yes,4,5,9,6,10,6,Sports,Remote,Startup,Yes,10,1,Yes,17,7,No,9,Individual,10,6,Artist
26,Male,High School,Business,1,4,Yes,2,9,2,6,6,8,Science,On-Site,Research Lab,No,5,4,No,13,3,No,6,Teamwork,7,5,Research Scientist
36,Female,PhD,Arts,5,7,Yes,1,4,6,5,7,8,Business,Remote,Research Lab,Yes,7,5,No,20,6,No,7,Individual,5,1,Mechanical Engineer
22,Male,Master’s,Science,1,3,No,1,8,7,2,5,8,Science,Remote,Startup,No,10,3,No,20,1,No,7,Balanced,6,1,Doctor
49,Male,High School,Business,7,3,Yes,4,4,4,6,1,1,Engineering,On-Site,Startup,Yes,3,5,Yes,15,3,Yes,9,Teamwork,1,1,Lawyer
39,Other,Master’s,Business,4,8,Yes,9,10,5,8,6,1,Science,Remote,Startup,No,6,5,No,12,2,Yes,2,Individual,10,5,Lawyer
41,Female,Master’s,Science,8,7,Yes,9,2,5,6,4,10,Social Work,Hybrid,Startup,Yes,9,0,No,14,8,No,2,Balanced,8,4,Software Engineer
23,Male,Diploma,Science,8,5,Yes,7,3,2,7,7,1,Medicine,On-Site,Freelance,Yes,5,0,No,8,2,Yes,8,Individual,5,10,Software Engineer
20,Male,PhD,Engineering,9,3,No,5,4,5,2,2,8,Social Work,On-Site,Corporate,Yes,3,2,Yes,8,8,Yes,4,Individual,3,10,Artist
39,Male,High School,Sports,6,1,No,6,8,10,2,9,10,Technology,Hybrid,Government,Yes,3,0,Yes,20,7,No,3,Individual,1,2,Research Scientist
18,Male,Master’s,Business,7,3,No,1,9,5,3,7,4,Arts,On-Site,Startup,No,7,1,No,19,8,No,3,Individual,2,9,Digital Marketer
37,Other,Master’s,Arts,7,9,No,3,6,5,10,5,3,Science,On-Site,Freelance,No,9,4,Yes,19,6,Yes,8,Balanced,1,1,Entrepreneur
39,Other,High School,Medicine,5,1,Yes,1,8,4,7,2,2,Business,Hybrid,Startup,No,4,5,No,15,8,Yes,10,Teamwork,4,6,Research Scientist
33,Other,Master’s,Medicine,7,5,Yes,10,10,10,8,1,10,Business,Remote,Government,Yes,4,1,No,7,2,Yes,3,Teamwork,1,6,Software Engineer
40,Other,Master’s,Science,9,4,No,5,5,4,4,5,9,Business,Remote,Freelance,No,10,4,Yes,20,7,Yes,5,Balanced,6,1,Business Analyst
28,Female,Master’s,Sports,4,6,No,4,5,7,10,10,4,Engineering,Hybrid,Government,Yes,5,3,No,20,10,Yes,10,Individual,4,3,Entrepreneur
30,Male,Bachelor's,Arts,2,2,No,3,8,6,6,5,8,Science,Hybrid,Corporate,No,7,4,No,14,7,Yes,8,Balanced,8,9,Software Engineer
44,Other,Bachelor's,Engineering,8,4,Yes,6,4,8,9,3,1,Engineering,Remote,Research Lab,No,9,2,No,20,1,Yes,7,Teamwork,1,3,Doctor
27,Male,PhD,Business,7,9,No,6,3,1,7,9,1,Sports,Hybrid,Startup,No,1,0,No,18,5,Yes,5,Teamwork,1,10,Artist
20,Female,Diploma,Engineering,6,5,Yes,9,10,10,4,10,6,Technology,On-Site,Startup,Yes,1,1,No,19,5,Yes,5,Individual,6,2,Digital Marketer
26,Male,High School,Arts,7,8,Yes,4,2,2,8,1,9,Arts,Remote,Corporate,Yes,6,5,Yes,15,4,No,2,Individual,5,2,Business Analyst
45,Male,Diploma,Engineering,3,2,No,9,8,2,8,5,1,Sports,Hybrid,Freelance,No,6,1,Yes,8,7,Yes,1,Individual,8,4,Research Scientist
29,Other,Diploma,Science,6,9,No,4,5,2,7,4,5,Science,On-Site,Freelance,No,4,5,No,4,1,No,10,Individual,9,8,Mechanical Engineer
40,Other,Bachelor's,Medicine,10,7,No,8,6,3,5,2,9,Technology,Hybrid,Freelance,No,8,0,No,6,10,Yes,9,Balanced,5,8,Artist
31,Female,PhD,Science,7,7,No,8,9,6,10,1,8,Social Work,Hybrid,Freelance,Yes,5,3,Yes,13,3,Yes,6,Balanced,10,7,Doctor
18,Male,Diploma,Business,7,2,No,2,3,3,10,10,8,Sports,Remote,Government,No,3,4,No,19,5,No,5,Balanced,10,8,Digital Marketer
35,Other,Diploma,Science,5,8,No,10,4,7,6,4,9,Sports,Hybrid,Corporate,Yes,5,1,No,16,3,Yes,2,Individual,9,3,Mechanical Engineer
34,Other,Master’s,Arts,3,9,Yes,8,2,3,10,6,7,Sports,On-Site,Freelance,No,10,5,No,6,1,Yes,1,Individual,7,2,Research Scientist
44,Other,High School,Arts,2,10,No,2,6,6,3,8,9,Arts,Hybrid,Research Lab,Yes,10,2,Yes,16,9,No,4,Teamwork,1,9,Business Analyst
26,Female,PhD,Business,7,5,No,8,9,2,3,10,8,Arts,Remote,Corporate,No,10,5,No,9,8,Yes,2,Individual,6,7,Doctor
26,Male,High School,Business,4,3,Yes,6,2,2,4,2,6,Engineering,On-Site,Government,No,6,1,No,7,5,Yes,9,Balanced,3,1,Software Engineer
40,Other,Bachelor's,Medicine,2,3,Yes,3,5,3,2,2,5,Social Work,Remote,Research Lab,Yes,6,5,No,5,8,No,6,Balanced,1,4,Digital Marketer
27,Male,Diploma,Engineering,8,6,Yes,7,10,8,6,6,3,Arts,Remote,Freelance,No,1,5,Yes,1,5,No,2,Balanced,10,2,Artist
36,Female,Diploma,Medicine,2,1,No,6,1,9,3,4,3,Engineering,Remote,Research Lab,Yes,8,5,Yes,19,0,Yes,10,Balanced,9,4,Research Scientist
46,Male,High School,Science,6,10,Yes,3,4,2,2,10,7,Arts,Hybrid,Startup,No,2,0,Yes,19,6,No,7,Individual,10,10,Digital Marketer
32,Other,Bachelor's,Engineering,4,9,Yes,5,8,7,9,9,1,Arts,Hybrid,Research Lab,Yes,1,2,No,8,8,Yes,10,Individual,7,6,Research Scientist
22,Male,Master’s,Business,9,6,No,4,3,1,1,4,10,Social Work,Hybrid,Startup,Yes,2,3,Yes,18,5,Yes,2,Individual,7,2,Artist
32,Male,Master’s,Arts,5,9,No,6,4,4,4,2,6,Social Work,On-Site,Government,Yes,7,1,Yes,2,4,No,9,Teamwork,5,9,Artist
37,Female,Diploma,Science,4,3,Yes,1,2,6,9,1,5,Engineering,Remote,Government,No,3,4,No,0,2,Yes,8,Teamwork,3,7,Data Scientist
49,Female,Diploma,Medicine,8,10,No,1,9,7,5,6,1,Technology,On-Site,Corporate,No,3,2,No,7,8,No,9,Individual,8,2,Data Scientist
40,Male,PhD,Sports,3,3,No,8,5,3,6,1,5,Sports,Hybrid,Research Lab,No,9,1,Yes,5,9,Yes,1,Individual,10,1,Entrepreneur
47,Male,High School,Sports,9,10,No,8,3,3,4,6,3,Sports,On-Site,Freelance,Yes,10,4,Yes,12,5,No,9,Individual,4,4,Entrepreneur
42,Male,Diploma,Business,8,7,Yes,9,10,5,10,8,6,Sports,Remote,Startup,Yes,7,2,Yes,13,2,No,9,Individual,1,4,Artist
45,Female,Bachelor's,Engineering,8,7,No,8,7,3,6,6,1,Arts,On-Site,Corporate,No,9,4,No,15,2,No,2,Individual,10,3,Doctor
19,Female,High School,Sports,10,4,No,2,1,9,7,4,9,Science,On-Site,Startup,No,7,2,Yes,10,2,No,2,Balanced,6,2,Business Analyst
30,Male,PhD,Engineering,5,8,Yes,5,9,2,6,2,2,Sports,On-Site,Startup,No,1,4,Yes,17,7,No,3,Teamwork,2,6,Lawyer
41,Female,Master’s,Arts,1,2,Yes,8,7,10,6,5,8,Technology,Hybrid,Research Lab,Yes,4,4,Yes,11,6,No,5,Individual,9,9,Lawyer
33,Other,PhD,Business,10,1,Yes,9,1,7,3,5,6,Arts,Hybrid,Startup,Yes,4,1,No,3,9,Yes,10,Balanced,10,7,Mechanical Engineer
32,Female,High School,Business,9,1,Yes,6,4,7,8,8,3,Technology,Remote,Startup,No,6,2,No,19,5,Yes,9,Teamwork,2,4,Software Engineer
42,Female,Master’s,Science,2,2,No,4,7,3,8,3,2,Technology,Remote,Freelance,Yes,9,3,No,4,5,Yes,6,Balanced,3,9,Data Scientist
27,Female,Bachelor's,Science,1,6,No,9,4,8,4,2,9,Business,Hybrid,Research Lab,Yes,7,5,No,6,0,Yes,2,Teamwork,1,10,Data Scientist
31,Other,Master’s,Engineering,6,8,No,4,7,3,8,1,2,Technology,Hybrid,Freelance,Yes,3,4,No,7,7,No,9,Balanced,5,9,Software Engineer
27,Other,Master’s,Sports,1,3,No,6,3,5,9,2,4,Business,On-Site,Corporate,No,8,5,Yes,13,4,No,5,Individual,3,8,Artist
42,Other,Bachelor's,Sports,10,6,No,5,4,1,5,2,2,Social Work,On-Site,Government,Yes,6,1,Yes,18,6,Yes,8,Balanced,2,8,Digital Marketer
31,Male,Diploma,Medicine,10,8,No,1,3,10,3,1,5,Medicine,Hybrid,Startup,Yes,6,1,No,0,5,No,2,Individual,3,8,Entrepreneur
43,Male,Diploma,Engineering,10,9,No,4,4,4,7,8,2,Social Work,On-Site,Research Lab,No,6,2,Yes,1,1,No,9,Balanced,2,7,Doctor
47,Other,Master’s,Sports,7,8,Yes,10,10,2,4,8,1,Business,Remote,Government,No,6,5,No,12,7,No,1,Balanced,2,4,Business Analyst
40,Male,Master’s,Science,7,7,No,3,3,5,8,10,3,Medicine,Hybrid,Startup,No,7,1,No,6,0,No,2,Balanced,2,7,Mechanical Engineer
48,Male,PhD,Science,1,4,No,8,10,4,3,4,4,Medicine,On-Site,Startup,No,9,5,Yes,8,4,No,7,Individual,9,8,Business Analyst
26,Male,Diploma,Science,10,3,Yes,7,10,4,1,3,5,Medicine,Remote,Government,Yes,6,5,Yes,19,5,No,6,Individual,4,3,Data Scientist
42,Other,Bachelor's,Engineering,5,7,No,10,5,4,5,1,4,Business,Hybrid,Corporate,Yes,8,0,Yes,16,5,Yes,10,Individual,8,5,Data Scientist
31,Female,Master’s,Business,3,1,Yes,1,4,5,6,8,2,Technology,Hybrid,Freelance,No,9,4,No,10,9,No,4,Balanced,3,7,Digital Marketer
20,Other,Master’s,Medicine,2,7,Yes,8,3,9,9,8,2,Arts,Hybrid,Freelance,No,5,2,No,8,7,No,7,Balanced,9,2,Research Scientist
37,Other,PhD,Medicine,5,6,No,7,5,9,3,4,2,Engineering,On-Site,Government,Yes,10,0,Yes,3,4,Yes,2,Individual,4,7,Digital Marketer
33,Male,PhD,Science,5,3,Yes,2,10,4,6,5,6,Medicine,On-Site,Research Lab,Yes,5,4,Yes,7,10,Yes,7,Individual,4,9,Digital Marketer
19,Male,PhD,Arts,2,3,No,10,9,9,8,4,10,Arts,Hybrid,Corporate,No,8,2,Yes,20,1,No,6,Teamwork,8,2,Research Scientist
27,Female,High School,Engineering,6,2,Yes,4,1,8,10,5,3,Social Work,Hybrid,Corporate,No,5,2,No,17,8,No,2,Teamwork,3,7,Research Scientist
20,Female,Bachelor's,Sports,7,1,Yes,2,4,5,4,4,3,Technology,On-Site,Government,Yes,3,3,Yes,9,4,No,5,Individual,8,7,Data Scientist
28,Female,High School,Sports,1,5,No,9,7,8,10,9,6,Medicine,On-Site,Government,Yes,5,1,No,18,9,Yes,3,Balanced,5,2,Lawyer
28,Female,Master’s,Business,3,7,No,8,4,7,10,1,1,Medicine,On-Site,Freelance,No,5,2,No,16,2,No,9,Individual,5,10,Research Scientist
38,Other,PhD,Science,4,7,Yes,1,8,2,6,10,6,Medicine,Hybrid,Research Lab,Yes,3,1,Yes,15,2,No,2,Individual,5,3,Doctor
38,Female,PhD,Arts,2,6,Yes,1,7,10,3,10,5,Medicine,On-Site,Freelance,Yes,3,5,Yes,9,0,No,5,Individual,10,9,Business Analyst
39,Other,PhD,Science,10,10,No,8,5,8,10,3,3,Business,Hybrid,Government,No,1,0,Yes,8,2,No,7,Teamwork,4,5,Artist
30,Male,Diploma,Arts,5,6,No,5,10,9,9,7,9,Business,Hybrid,Government,No,6,1,No,13,9,Yes,8,Balanced,2,5,Lawyer
24,Female,Bachelor's,Medicine,4,7,Yes,1,4,2,6,6,8,Science,Hybrid,Corporate,Yes,3,3,No,6,5,No,8,Individual,5,10,Data Scientist
40,Male,High School,Arts,2,8,No,4,8,2,2,8,3,Arts,Remote,Research Lab,No,7,0,Yes,0,2,No,5,Individual,5,5,Research Scientist
34,Male,Bachelor's,Medicine,1,5,Yes,2,1,10,7,6,5,Arts,Hybrid,Government,Yes,3,3,No,16,1,No,3,Teamwork,1,10,Business Analyst
49,Other,PhD,Medicine,8,1,No,9,2,9,7,8,1,Social Work,Hybrid,Corporate,No,7,3,Yes,4,7,Yes,10,Individual,10,2,Artist
47,Female,Master’s,Engineering,2,7,No,10,5,1,1,1,5,Science,Hybrid,Freelance,No,1,0,Yes,3,4,Yes,1,Balanced,5,1,Software Engineer
49,Other,Diploma,Arts,4,2,Yes,6,10,3,4,9,2,Business,On-Site,Freelance,Yes,10,3,Yes,8,10,Yes,7,Individual,10,7,Business Analyst
19,Male,Bachelor's,Business,10,5,No,9,7,3,1,5,4,Science,On-Site,Corporate,No,6,5,Yes,16,8,No,6,Individual,8,8,Software Engineer
29,Female,Master’s,Business,5,7,Yes,1,9,6,6,10,3,Medicine,Remote,Startup,No,3,4,Yes,15,10,Yes,1,Teamwork,6,1,Lawyer
42,Male,PhD,Arts,2,7,Yes,1,3,7,5,2,9,Business,Hybrid,Freelance,No,8,1,Yes,12,0,Yes,7,Teamwork,7,7,Mechanical Engineer
27,Male,PhD,Engineering,10,9,Yes,4,5,3,3,1,5,Medicine,On-Site,Startup,Yes,1,0,No,14,3,No,3,Balanced,2,1,Digital Marketer
35,Female,PhD,Business,9,5,Yes,2,2,8,9,4,8,Science,Remote,Corporate,No,10,3,No,14,3,No,3,Teamwork,6,3,Doctor
39,Female,PhD,Science,2,6,No,1,6,2,9,10,1,Arts,Remote,Research Lab,No,7,0,Yes,14,9,Yes,10,Teamwork,4,10,Research Scientist
44,Female,Diploma,Business,6,10,No,6,6,3,6,8,6,Technology,Hybrid,Government,Yes,2,3,Yes,1,6,No,8,Balanced,1,7,Entrepreneur
28,Other,Diploma,Engineering,7,6,Yes,8,4,10,6,3,7,Engineering,Hybrid,Freelance,No,9,1,No,7,4,Yes,7,Teamwork,9,5,Software Engineer
33,Other,Bachelor's,Medicine,6,1,No,1,2,2,9,10,4,Sports,On-Site,Government,Yes,8,2,No,6,1,No,9,Individual,6,2,Lawyer
34,Male,PhD,Medicine,4,10,No,10,8,2,2,4,7,Technology,Hybrid,Startup,Yes,5,1,No,8,2,No,6,Teamwork,5,1,Entrepreneur
36,Female,Diploma,Medicine,1,7,No,10,8,6,1,2,6,Sports,On-Site,Freelance,Yes,8,5,Yes,12,7,Yes,6,Balanced,5,10,Doctor
35,Male,Master’s,Engineering,2,10,No,6,1,3,10,2,6,Engineering,Hybrid,Research Lab,No,3,3,Yes,19,1,No,10,Teamwork,2,6,Doctor
20,Male,Diploma,Medicine,10,7,No,1,2,3,3,2,3,Medicine,On-Site,Research Lab,Yes,10,3,Yes,17,5,Yes,7,Teamwork,2,1,Doctor
38,Male,Diploma,Medicine,10,4,No,8,4,9,8,10,3,Engineering,Remote,Research Lab,No,2,5,Yes,7,2,Yes,5,Individual,3,3,Data Scientist
44,Male,Bachelor's,Engineering,6,4,Yes,6,1,1,2,1,2,Technology,Remote,Research Lab,Yes,3,5,Yes,0,5,Yes,3,Balanced,3,5,Mechanical Engineer
43,Male,Diploma,Science,8,6,No,1,6,9,8,10,3,Medicine,Remote,Government,No,1,3,No,17,5,Yes,8,Balanced,9,4,Research Scientist
33,Female,Master’s,Business,3,3,No,9,2,2,10,10,7,Science,Remote,Government,No,5,5,Yes,12,5,Yes,5,Teamwork,5,8,Digital Marketer
23,Other,PhD,Engineering,7,10,Yes,1,3,2,6,5,2,Business,Hybrid,Startup,No,2,0,No,20,4,Yes,4,Balanced,3,1,Entrepreneur
42,Female,High School,Engineering,9,6,Yes,9,9,5,4,5,5,Arts,Remote,Government,Yes,6,5,No,10,9,Yes,4,Balanced,6,4,Digital Marketer
29,Female,Bachelor's,Arts,4,4,Yes,3,7,6,4,3,4,Medicine,Remote,Startup,Yes,6,0,Yes,10,3,No,7,Balanced,5,7,Entrepreneur
28,Female,Master’s,Medicine,7,10,No,8,4,8,7,3,4,Sports,On-Site,Government,Yes,8,0,Yes,8,0,Yes,5,Balanced,8,8,Digital Marketer
32,Other,Bachelor's,Sports,7,8,Yes,8,10,1,7,8,7,Business,On-Site,Startup,Yes,1,2,No,15,8,Yes,7,Individual,6,4,Software Engineer
32,Other,PhD,Science,10,5,Yes,7,1,5,9,10,1,Business,Hybrid,Corporate,No,6,5,No,5,3,Yes,9,Balanced,7,9,Data Scientist
