Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
38,Male,PhD,Science,Low,Medium,No,Low,Low,Low,High,Medium,Low,Business,Hybrid,Freelance,No,Low,Yes,7,1,No,High,Balanced,High,High,Data Scientist
35,Other,Bachelor's,Science,Low,High,No,Low,High,High,Medium,High,Low,Science,On-Site,Freelance,Yes,Medium,No,12,6,No,Low,Teamwork,Low,Low,Digital Marketer
33,Female,Master’s,Business,Low,Low,Yes,Medium,Medium,High,High,High,High,Sports,On-Site,Corporate,Yes,High,Yes,5,8,No,Medium,Balanced,Low,Low,Business Analyst
47,Female,Bachelor's,Arts,High,High,Yes,Medium,Low,Low,High,High,Medium,Sports,Remote,Startup,No,Medium,No,12,0,Yes,Low,Individual,High,High,Lawyer
25,Male,Master’s,Science,Medium,High,No,Medium,Medium,High,Low,Medium,High,Medicine,Remote,Government,No,Low,Yes,7,5,Yes,High,Teamwork,High,Medium,Research Scientist
43,Other,Diploma,Arts,Medium,High,Yes,High,Medium,Medium,Medium,Low,Medium,Social Work,Hybrid,Corporate,Yes,Low,Yes,7,9,No,High,Individual,Low,Medium,Research Scientist
28,Other,PhD,Business,High,Medium,Yes,Medium,Low,High,High,Low,Medium,Arts,Hybrid,Research Lab,No,Low,Yes,4,8,Yes,Medium,Balanced,Medium,Low,Lawyer
38,Other,Diploma,Engineering,Medium,High,Yes,High,Low,Low,Medium,Medium,Medium,Science,On-Site,Research Lab,Yes,High,Yes,12,6,Yes,Low,Individual,Low,High,Business Analyst
38,Male,Diploma,Science,High,Low,Yes,Medium,High,High,Medium,Low,High,Sports,Remote,Startup,No,Medium,Yes,7,0,Yes,High,Teamwork,Medium,Medium,Mechanical Engineer
35,Male,PhD,Medicine,Low,Medium,No,High,High,High,Low,High,Low,Business,Hybrid,Startup,Yes,Medium,No,5,0,No,Low,Balanced,Low,Low,Data Scientist
40,Female,Master’s,Sports,Low,Medium,Yes,Low,Medium,High,Low,Medium,Medium,Engineering,On-Site,Government,Yes,Medium,No,12,4,Yes,Low,Teamwork,High,Low,Entrepreneur
46,Other,Master’s,Business,Low,Low,No,High,Low,High,Medium,Medium,Low,Science,On-Site,Research Lab,Yes,Medium,No,11,9,No,Medium,Individual,Low,Medium,Mechanical Engineer
41,Male,Master’s,Sports,High,High,No,Medium,High,High,Medium,Low,Medium,Science,Hybrid,Freelance,Yes,Medium,Yes,12,0,Yes,High,Individual,Medium,Medium,Research Scientist
27,Other,PhD,Engineering,Medium,Medium,No,High,Medium,High,Low,High,Medium,Engineering,On-Site,Freelance,No,Medium,No,9,2,Yes,High,Individual,Medium,High,Business Analyst
30,Male,Bachelor's,Medicine,Low,Medium,No,Low,Medium,Medium,Low,High,Medium,Medicine,On-Site,Corporate,No,Medium,No,12,1,No,Medium,Balanced,Low,Low,Data Scientist
34,Female,High School,Sports,Medium,Medium,No,Low,Medium,Low,Low,Medium,Low,Technology,Hybrid,Freelance,No,Medium,No,2,5,No,Medium,Teamwork,High,Low,Lawyer
35,Other,Bachelor's,Medicine,Medium,High,No,Medium,High,Medium,Medium,Medium,Medium,Arts,Remote,Government,No,Medium,Yes,0,10,Yes,High,Individual,High,High,Artist
27,Male,Bachelor's,Science,Low,Medium,Yes,Medium,Medium,High,Low,High,Low,Arts,Hybrid,Government,No,High,Yes,4,8,No,High,Individual,Medium,High,Artist
33,Other,Diploma,Arts,Low,Low,Yes,Medium,Medium,High,High,High,Medium,Technology,Remote,Research Lab,Yes,High,Yes,12,0,No,High,Teamwork,Medium,High,Research Scientist
37,Male,High School,Business,High,Low,No,Medium,Medium,High,Medium,High,Low,Science,Remote,Freelance,No,High,Yes,11,3,Yes,Low,Balanced,Medium,High,Artist
22,Male,Master’s,Medicine,Medium,Low,No,High,Low,Medium,High,Medium,Low,Arts,Remote,Startup,Yes,Medium,No,4,7,No,Medium,Balanced,Low,Low,Software Engineer
30,Male,Bachelor's,Science,Low,High,No,High,Medium,High,Low,High,High,Medicine,Remote,Research Lab,No,Medium,No,12,4,No,Medium,Balanced,Medium,High,Doctor
35,Other,PhD,Engineering,High,Low,No,Low,High,High,High,Medium,Medium,Business,Hybrid,Corporate,No,Medium,Yes,12,3,Yes,Low,Teamwork,Low,Medium,Software Engineer
34,Male,Bachelor's,Medicine,High,Medium,No,Low,Medium,Low,High,Medium,High,Medicine,Hybrid,Startup,Yes,Medium,Yes,12,2,Yes,High,Teamwork,Low,Medium,Mechanical Engineer
26,Female,Master’s,Engineering,Low,Low,No,High,Low,Medium,High,High,High,Sports,Hybrid,Freelance,No,Medium,No,8,9,Yes,Medium,Individual,Low,Low,Mechanical Engineer
31,Other,Bachelor's,Business,Low,Medium,Yes,High,Medium,Medium,Medium,Medium,Medium,Social Work,On-Site,Government,No,Low,No,10,2,Yes,Low,Balanced,Medium,Medium,Lawyer
34,Female,Diploma,Science,Medium,Medium,Yes,Medium,Medium,High,Medium,Medium,Medium,Sports,On-Site,Freelance,No,Low,Yes,7,5,Yes,Medium,Balanced,Medium,Medium,Artist
46,Female,Diploma,Engineering,Medium,Medium,Yes,Low,Low,High,High,Medium,Medium,Medicine,Hybrid,Government,No,Medium,No,12,6,No,Medium,Balanced,Low,Low,Lawyer
48,Other,Bachelor's,Arts,High,Low,Yes,High,Low,Medium,High,Medium,Medium,Business,Remote,Corporate,No,Medium,Yes,12,10,No,Low,Balanced,Medium,Medium,Research Scientist
21,Male,Diploma,Sports,Low,Low,Yes,Medium,Low,High,Low,Medium,Medium,Business,Remote,Research Lab,Yes,Medium,Yes,3,0,No,Low,Balanced,Low,Low,Business Analyst
35,Female,PhD,Engineering,Medium,High,No,Medium,Medium,Medium,High,Medium,High,Medicine,Hybrid,Freelance,Yes,High,Yes,12,6,No,High,Teamwork,Low,High,Digital Marketer
44,Other,High School,Engineering,Medium,High,Yes,Low,Medium,High,Low,High,Medium,Arts,Hybrid,Startup,Yes,Medium,Yes,12,2,No,Low,Teamwork,Low,High,Software Engineer
37,Male,Bachelor's,Science,High,Low,No,Medium,High,Medium,High,High,High,Arts,On-Site,Freelance,Yes,High,Yes,0,10,No,Medium,Teamwork,Medium,High,Business Analyst
41,Other,PhD,Science,Medium,High,Yes,High,Low,Low,Medium,Medium,Medium,Social Work,On-Site,Freelance,Yes,Low,Yes,1,0,No,High,Balanced,Medium,Medium,Data Scientist
41,Other,PhD,Medicine,Medium,Medium,Yes,Medium,Low,High,Low,High,High,Sports,Hybrid,Corporate,No,Medium,Yes,12,7,Yes,High,Balanced,Medium,Medium,Entrepreneur
32,Other,PhD,Sports,High,Medium,No,Low,High,High,Low,High,Medium,Medicine,On-Site,Government,No,Medium,Yes,10,10,No,High,Teamwork,High,Medium,Software Engineer
28,Male,Master’s,Engineering,High,High,No,Medium,High,Low,Low,Medium,High,Social Work,On-Site,Research Lab,Yes,High,No,10,3,Yes,High,Individual,Low,Low,Artist
29,Female,Bachelor's,Engineering,High,Low,Yes,Low,Low,High,Medium,High,Medium,Engineering,Remote,Research Lab,No,Medium,Yes,5,5,No,Medium,Teamwork,Low,Low,Business Analyst
26,Female,Bachelor's,Science,Medium,Low,Yes,High,Low,Medium,Medium,Medium,High,Engineering,Hybrid,Government,No,High,No,8,10,No,High,Teamwork,Medium,Medium,Data Scientist
30,Other,Bachelor's,Arts,High,Low,No,Medium,High,High,High,Medium,High,Sports,Remote,Startup,No,High,No,6,6,No,Medium,Teamwork,High,High,Software Engineer
32,Other,High School,Science,High,Medium,Yes,Medium,High,Medium,High,Medium,Low,Sports,Remote,Freelance,Yes,High,No,12,1,No,Low,Balanced,High,Low,Lawyer
44,Male,PhD,Arts,Low,Medium,No,Medium,Low,High,Medium,Medium,Medium,Business,Hybrid,Corporate,No,Medium,No,4,9,No,Low,Individual,Low,Medium,Digital Marketer
32,Other,Bachelor's,Sports,Medium,High,Yes,High,Low,Medium,Medium,Low,Medium,Medicine,Hybrid,Startup,No,High,Yes,12,6,Yes,Medium,Teamwork,Medium,High,Lawyer
45,Other,Diploma,Science,Medium,Medium,No,Medium,Low,High,Medium,High,High,Social Work,Remote,Corporate,Yes,High,No,6,2,Yes,Medium,Teamwork,Medium,Medium,Doctor
22,Other,Master’s,Sports,Medium,Low,No,Low,Low,Medium,Medium,Medium,High,Science,Hybrid,Corporate,No,Medium,No,4,8,No,Medium,Individual,Medium,Medium,Artist
40,Female,High School,Business,High,Medium,No,Medium,High,Medium,Low,Medium,Medium,Science,Remote,Freelance,No,Medium,No,6,9,No,Low,Teamwork,Medium,Low,Business Analyst
36,Other,Master’s,Engineering,Low,Low,Yes,High,Medium,Medium,High,Low,Medium,Science,Hybrid,Freelance,No,Medium,No,11,9,No,Low,Teamwork,Medium,High,Research Scientist
43,Female,PhD,Sports,Low,High,No,Low,Low,High,Medium,Medium,Low,Science,Remote,Research Lab,Yes,Low,Yes,2,5,No,High,Balanced,Low,Medium,Research Scientist
37,Male,Diploma,Arts,High,High,Yes,Medium,High,Medium,Medium,Medium,Medium,Business,Hybrid,Research Lab,Yes,High,Yes,1,8,No,High,Teamwork,High,High,Digital Marketer
43,Male,PhD,Business,Medium,Low,Yes,Medium,High,Medium,High,Medium,High,Science,Remote,Freelance,Yes,Medium,No,12,2,Yes,Medium,Balanced,Medium,Medium,Lawyer
42,Female,Bachelor's,Arts,Medium,Low,Yes,Low,Medium,Medium,Low,Low,Medium,Science,On-Site,Corporate,No,High,Yes,12,4,No,Low,Balanced,Low,High,Research Scientist
43,Female,Master’s,Medicine,Medium,Low,No,Medium,High,Low,Low,Low,High,Sports,On-Site,Corporate,No,Medium,Yes,12,9,Yes,High,Teamwork,Low,Low,Entrepreneur
43,Female,Diploma,Medicine,Medium,Medium,Yes,Low,Low,Medium,Medium,High,Medium,Business,Remote,Research Lab,No,Low,Yes,12,1,No,Medium,Individual,Medium,Medium,Software Engineer
31,Female,Master’s,Engineering,Medium,Low,No,Medium,Medium,Medium,High,Medium,High,Technology,Remote,Government,No,Medium,Yes,12,0,Yes,High,Teamwork,Low,Medium,Artist
45,Other,High School,Business,Low,High,No,Low,Medium,Medium,High,High,Medium,Arts,Remote,Freelance,Yes,Low,Yes,12,0,Yes,Low,Teamwork,High,Medium,Digital Marketer
34,Female,Diploma,Business,Low,High,Yes,High,Medium,Low,Low,High,High,Arts,Hybrid,Freelance,No,Medium,No,12,7,Yes,Medium,Individual,Medium,Low,Artist
35,Female,High School,Medicine,Medium,Low,No,Medium,High,Medium,Low,Medium,Medium,Sports,On-Site,Freelance,No,High,No,7,5,No,High,Individual,High,High,Business Analyst
49,Female,Diploma,Engineering,Medium,High,No,Medium,High,High,Medium,High,Low,Science,Hybrid,Research Lab,Yes,Low,No,6,5,Yes,Medium,Individual,Low,Medium,Doctor
38,Other,Bachelor's,Sports,High,Medium,No,High,Low,High,High,Medium,Low,Science,Remote,Freelance,No,Medium,Yes,12,1,Yes,High,Individual,Medium,Low,Research Scientist
20,Other,Master’s,Medicine,Medium,Low,Yes,Low,Low,Low,High,Medium,High,Science,Remote,Startup,No,High,Yes,2,9,No,Medium,Individual,High,Low,Entrepreneur
19,Other,Master’s,Business,Low,Medium,No,Low,Low,Medium,Medium,Medium,Low,Technology,Remote,Research Lab,No,Low,No,1,4,No,Medium,Individual,High,High,Software Engineer
18,Male,PhD,Arts,High,Medium,No,Medium,Medium,High,Low,Low,High,Medicine,Hybrid,Research Lab,Yes,High,Yes,0,3,Yes,Medium,Teamwork,Low,High,Entrepreneur
27,Other,Diploma,Business,Medium,High,Yes,Low,High,Low,High,High,Medium,Technology,Remote,Freelance,No,High,No,7,9,Yes,Low,Balanced,Medium,Low,Lawyer
36,Female,Diploma,Engineering,Medium,High,No,Medium,Low,Low,High,Medium,High,Social Work,Remote,Research Lab,Yes,Medium,Yes,12,1,Yes,Low,Teamwork,Medium,Medium,Lawyer
34,Other,High School,Business,Low,High,No,Low,Low,Medium,Medium,High,Low,Business,On-Site,Government,No,Low,Yes,12,1,Yes,Low,Teamwork,Low,High,Digital Marketer
29,Other,Diploma,Science,High,Medium,No,High,Low,Medium,High,High,Low,Arts,Hybrid,Corporate,Yes,High,No,2,5,No,High,Teamwork,High,Low,Artist
18,Female,Master’s,Business,Low,Medium,Yes,Medium,High,Low,Low,Medium,Low,Science,On-Site,Startup,No,Medium,Yes,0,7,No,High,Balanced,Medium,Medium,Digital Marketer
29,Other,Diploma,Science,Low,Medium,No,Medium,Low,Low,High,Medium,Low,Arts,On-Site,Government,Yes,Medium,No,11,9,No,Medium,Individual,Medium,Low,Entrepreneur
34,Male,PhD,Medicine,High,Low,No,Medium,Medium,Medium,Medium,Medium,Medium,Technology,On-Site,Startup,No,Low,Yes,10,3,No,Medium,Teamwork,High,Medium,Entrepreneur
41,Other,PhD,Sports,High,High,Yes,Low,High,Low,Low,Low,Medium,Science,On-Site,Startup,Yes,High,Yes,3,2,No,High,Individual,High,Medium,Lawyer
48,Male,Master’s,Science,High,Medium,No,High,Medium,Low,Medium,Low,Medium,Arts,On-Site,Freelance,Yes,High,Yes,9,4,Yes,Low,Individual,Medium,Low,Artist
20,Male,Master’s,Business,Medium,Low,No,Medium,Low,Medium,Medium,Medium,Low,Medicine,On-Site,Research Lab,Yes,High,No,2,6,No,Medium,Balanced,Medium,Low,Mechanical Engineer
28,Male,Master’s,Sports,High,High,No,Low,Low,Low,Low,Medium,Medium,Social Work,Remote,Startup,No,High,Yes,8,3,Yes,Medium,Balanced,High,Low,Entrepreneur
34,Female,Diploma,Sports,Low,Medium,No,Low,High,Medium,Medium,Low,High,Social Work,On-Site,Government,Yes,Low,No,4,2,No,Medium,Individual,Medium,Medium,Mechanical Engineer
40,Other,Diploma,Business,Medium,Low,Yes,Low,High,Low,High,High,Low,Sports,On-Site,Startup,Yes,Low,Yes,12,3,Yes,High,Individual,High,Medium,Digital Marketer
43,Male,Bachelor's,Business,High,Low,Yes,Medium,Medium,High,Low,Medium,Low,Business,On-Site,Research Lab,No,Medium,No,12,3,No,High,Individual,High,High,Mechanical Engineer
20,Male,High School,Engineering,Low,Low,Yes,Low,Medium,Low,Low,Medium,Medium,Science,Remote,Startup,Yes,Low,Yes,2,5,No,High,Teamwork,Medium,Low,Mechanical Engineer
25,Other,Diploma,Medicine,Medium,Low,No,Medium,Medium,Medium,High,Medium,Low,Science,Remote,Corporate,Yes,Low,Yes,1,5,Yes,High,Balanced,High,Medium,Software Engineer
37,Female,Bachelor's,Science,Medium,Medium,No,High,High,Low,High,Medium,Low,Medicine,Remote,Startup,Yes,High,No,8,10,Yes,High,Balanced,Medium,High,Artist
21,Female,Bachelor's,Arts,High,Medium,No,High,Low,Low,High,Low,High,Engineering,On-Site,Corporate,No,Medium,No,1,2,Yes,Medium,Individual,Low,Low,Artist
38,Male,PhD,Science,Low,Medium,No,Low,Medium,High,Low,Medium,Low,Social Work,Hybrid,Startup,Yes,Medium,No,12,4,Yes,High,Balanced,Medium,Medium,Entrepreneur
39,Female,Diploma,Business,Medium,Low,Yes,Medium,Medium,Medium,High,Low,Medium,Science,Hybrid,Government,No,Low,Yes,12,5,Yes,Medium,Individual,Medium,High,Entrepreneur
24,Other,Bachelor's,Arts,High,Medium,Yes,High,Low,Low,Low,Low,Low,Arts,Remote,Startup,No,Low,Yes,6,8,No,Medium,Balanced,Medium,Medium,Entrepreneur
31,Female,PhD,Arts,Low,Low,No,Medium,Medium,Medium,High,High,Low,Science,Hybrid,Corporate,Yes,Medium,Yes,5,6,Yes,Low,Teamwork,High,Low,Business Analyst
31,Other,High School,Science,Low,Medium,Yes,High,Medium,Medium,Low,Medium,Medium,Engineering,Remote,Corporate,Yes,High,Yes,10,8,Yes,High,Teamwork,High,High,Software Engineer
21,Male,PhD,Science,Medium,Medium,Yes,Low,Medium,Medium,Medium,High,High,Engineering,Hybrid,Freelance,No,Medium,No,3,6,Yes,Medium,Teamwork,High,Low,Research Scientist
33,Other,High School,Science,Medium,Medium,Yes,Low,Low,Medium,Low,Low,Medium,Science,Remote,Government,Yes,Low,Yes,12,0,No,High,Individual,Low,Low,Software Engineer
41,Male,Master’s,Science,Low,Medium,Yes,Medium,Medium,Medium,High,Medium,High,Sports,Hybrid,Research Lab,Yes,Low,No,10,4,Yes,Medium,Balanced,Low,Medium,Software Engineer
46,Other,Master’s,Medicine,Medium,High,Yes,Low,High,Medium,Low,High,Medium,Medicine,Remote,Corporate,No,Medium,Yes,9,2,Yes,Low,Balanced,Low,Medium,Doctor
39,Other,PhD,Engineering,Medium,Low,No,Medium,High,Low,Medium,Medium,Low,Sports,Hybrid,Government,Yes,Low,Yes,12,7,Yes,Medium,Balanced,Low,Medium,Artist
47,Female,Master’s,Engineering,High,Low,No,High,Low,High,Low,Medium,High,Engineering,On-Site,Freelance,No,High,No,7,3,Yes,Low,Teamwork,Low,Low,Mechanical Engineer
18,Other,Diploma,Science,High,Low,Yes,Low,Low,Medium,Low,Low,High,Social Work,Hybrid,Corporate,No,Low,No,0,3,Yes,High,Teamwork,Medium,Low,Research Scientist
34,Male,PhD,Engineering,High,Low,Yes,Low,High,Medium,Medium,High,Low,Science,Hybrid,Government,Yes,Medium,Yes,6,5,Yes,Medium,Balanced,High,Low,Software Engineer
42,Other,Bachelor's,Science,High,High,Yes,Medium,Medium,Medium,Low,Medium,Low,Science,Remote,Government,Yes,High,Yes,3,0,Yes,Medium,Teamwork,Low,Low,Lawyer
27,Male,Diploma,Science,Low,Low,Yes,Low,High,Medium,Low,Medium,Medium,Science,On-Site,Startup,No,Medium,No,8,8,No,Medium,Balanced,High,Low,Digital Marketer
39,Male,PhD,Science,High,High,No,High,Medium,Low,Low,Medium,Low,Medicine,On-Site,Freelance,No,High,No,11,7,Yes,Low,Balanced,High,High,Artist
33,Other,High School,Sports,Low,High,Yes,Medium,Medium,Low,Medium,High,Medium,Medicine,Remote,Freelance,No,High,Yes,12,7,No,High,Teamwork,High,High,Artist
33,Female,Master’s,Medicine,Medium,Low,Yes,High,Low,Medium,Medium,Low,Low,Engineering,Hybrid,Startup,No,High,No,4,0,No,Medium,Teamwork,High,Medium,Lawyer
43,Other,Master’s,Business,Medium,High,Yes,Low,High,Medium,High,Medium,Low,Arts,On-Site,Government,Yes,Medium,Yes,3,0,Yes,Low,Individual,Low,High,Mechanical Engineer
25,Other,Master’s,Engineering,Medium,Low,No,Medium,Medium,Low,Low,Medium,Medium,Medicine,Remote,Startup,Yes,Low,Yes,7,4,No,High,Teamwork,Low,High,Doctor
46,Female,PhD,Engineering,High,High,Yes,Low,High,Low,Medium,Low,Medium,Sports,On-Site,Startup,Yes,High,No,6,7,Yes,Medium,Individual,Medium,Low,Software Engineer
24,Male,Diploma,Medicine,High,Low,Yes,High,High,High,Medium,High,Low,Medicine,Remote,Government,Yes,High,No,6,6,Yes,Low,Individual,Medium,Low,Research Scientist
45,Other,High School,Medicine,Medium,High,Yes,Low,High,Low,High,High,High,Engineering,Hybrid,Research Lab,Yes,High,No,12,2,Yes,High,Teamwork,High,Low,Digital Marketer
23,Female,Master’s,Science,Medium,High,Yes,High,Medium,High,Medium,Low,High,Social Work,Remote,Corporate,No,Low,Yes,2,2,No,Low,Balanced,Low,Medium,Research Scientist
33,Female,Diploma,Science,High,Low,Yes,Medium,Medium,Medium,Medium,High,High,Social Work,On-Site,Government,No,High,Yes,12,1,No,Low,Teamwork,Low,Medium,Data Scientist
37,Male,Bachelor's,Sports,Medium,Medium,Yes,Medium,Medium,High,High,Low,Medium,Science,Hybrid,Startup,Yes,Low,Yes,12,0,No,High,Individual,High,Low,Lawyer
33,Female,Bachelor's,Sports,High,High,No,Low,Low,High,Low,Medium,Medium,Arts,On-Site,Freelance,Yes,Medium,Yes,4,3,No,Medium,Teamwork,Medium,Medium,Artist
24,Male,High School,Business,Low,High,No,Medium,Low,High,High,Medium,High,Science,Hybrid,Government,No,Medium,No,1,8,No,Medium,Individual,Medium,Medium,Digital Marketer
26,Other,Master’s,Engineering,High,Medium,Yes,Low,Low,High,Low,High,Low,Social Work,Remote,Freelance,No,Low,Yes,2,8,No,Low,Teamwork,Low,Low,Entrepreneur
31,Female,Bachelor's,Medicine,Medium,Low,No,Medium,Low,Medium,High,Medium,High,Arts,Remote,Research Lab,Yes,High,Yes,12,2,Yes,Low,Balanced,Low,High,Lawyer
28,Other,Diploma,Business,Medium,High,Yes,High,Medium,Medium,High,Low,Low,Business,Remote,Research Lab,Yes,Medium,No,10,4,No,Medium,Balanced,Medium,Medium,Lawyer
43,Female,Diploma,Engineering,Medium,Low,No,Low,Medium,Medium,High,Medium,Medium,Science,Remote,Research Lab,Yes,High,No,12,1,No,Low,Individual,High,Medium,Doctor
43,Female,Bachelor's,Business,Low,High,Yes,High,Low,High,Low,Low,Medium,Arts,On-Site,Corporate,Yes,Medium,Yes,0,8,No,Medium,Balanced,Medium,Low,Data Scientist
31,Other,Master’s,Business,High,High,Yes,Low,Medium,Medium,High,High,High,Engineering,Remote,Research Lab,No,Medium,Yes,8,6,Yes,Low,Balanced,Medium,Low,Software Engineer
24,Female,High School,Science,Medium,Medium,No,Low,Medium,Low,Medium,High,Medium,Business,Remote,Startup,No,High,No,6,4,Yes,Low,Individual,High,Medium,Doctor
18,Other,Master’s,Business,High,High,No,High,Medium,High,Medium,High,High,Sports,Remote,Research Lab,No,High,No,0,0,Yes,Medium,Individual,Medium,High,Entrepreneur
43,Other,PhD,Science,Low,Medium,Yes,Medium,High,High,High,High,Medium,Social Work,Remote,Corporate,Yes,High,Yes,6,7,No,Medium,Teamwork,High,High,Entrepreneur
42,Male,Bachelor's,Engineering,Low,Medium,Yes,High,Low,High,Medium,Low,High,Business,Hybrid,Research Lab,Yes,Medium,No,12,0,No,Low,Balanced,High,Medium,Entrepreneur
30,Other,PhD,Sports,Medium,Medium,Yes,Low,Medium,High,High,Medium,Low,Sports,Hybrid,Government,No,High,Yes,12,0,Yes,Medium,Teamwork,Low,Low,Data Scientist
37,Male,Bachelor's,Engineering,High,Low,No,Medium,Medium,High,Medium,High,Medium,Technology,On-Site,Freelance,Yes,Medium,Yes,12,4,Yes,High,Teamwork,Low,Medium,Digital Marketer
48,Other,High School,Science,Low,Medium,No,High,High,Low,Low,Low,Medium,Social Work,Hybrid,Startup,Yes,Low,No,8,2,No,Medium,Balanced,High,High,Business Analyst
20,Female,Master’s,Sports,Medium,Medium,No,High,High,Low,Low,Medium,Low,Social Work,On-Site,Startup,No,Medium,Yes,2,8,Yes,Medium,Individual,Medium,High,Doctor
37,Other,Master’s,Arts,High,High,Yes,High,High,High,Low,High,Medium,Technology,On-Site,Research Lab,Yes,Medium,No,8,8,No,Low,Individual,Medium,Low,Entrepreneur
21,Female,Bachelor's,Sports,High,Low,No,Low,Medium,High,Low,High,High,Technology,Hybrid,Corporate,Yes,Medium,Yes,3,9,Yes,High,Individual,High,Medium,Software Engineer
46,Male,Diploma,Business,Medium,High,No,Medium,Low,Low,High,Low,Low,Business,On-Site,Freelance,Yes,High,No,12,5,Yes,Medium,Balanced,Low,Medium,Business Analyst
43,Female,PhD,Engineering,Medium,High,Yes,Low,High,High,Medium,Low,Low,Sports,On-Site,Corporate,Yes,High,Yes,12,9,No,Medium,Balanced,High,Medium,Artist
28,Other,Master’s,Business,High,Low,No,High,Low,Medium,Medium,High,Medium,Arts,Remote,Research Lab,No,High,Yes,5,3,Yes,Medium,Teamwork,Medium,Medium,Business Analyst
19,Female,Master’s,Sports,Medium,High,No,Low,Medium,Medium,Medium,Medium,Medium,Sports,Remote,Corporate,Yes,High,No,1,5,No,High,Balanced,Low,Medium,Business Analyst
31,Male,Bachelor's,Arts,Medium,High,Yes,High,Low,Medium,Low,Low,Low,Engineering,Hybrid,Freelance,No,High,Yes,3,5,No,High,Balanced,Medium,Low,Software Engineer
29,Female,Diploma,Business,High,Medium,No,Medium,High,Medium,Medium,Medium,Medium,Engineering,Remote,Freelance,Yes,High,No,9,7,No,Low,Individual,Medium,High,Artist
47,Female,PhD,Arts,High,High,Yes,Low,Low,Medium,High,High,Medium,Arts,On-Site,Corporate,No,High,Yes,5,4,Yes,Medium,Individual,High,Low,Research Scientist
34,Other,Diploma,Medicine,Low,Medium,No,High,Low,High,High,High,Low,Engineering,On-Site,Research Lab,No,High,No,12,3,Yes,High,Teamwork,Low,Low,Research Scientist
29,Other,Diploma,Arts,Low,Medium,Yes,Low,High,Medium,High,High,Low,Medicine,Hybrid,Freelance,No,High,Yes,9,7,Yes,Low,Teamwork,Low,Medium,Mechanical Engineer
